persons_detected,unique_tracks,zone_occupancy,restricted_zone_entries,restricted_zone_exits,time_in_restricted_zone,loitering_events,after_hours_activity,crowd_level,repeated_entries,detection_confidence_mean,detection_confidence_min,detection_confidence_max,movement_speed,event_frequency,events_per_minute,activity_hour,day_of_week,camera_activity_level,is_anomaly,scenario_type
66,6,2,0,0,0.0,0,0.0,2,0,0.928,0.783,0.96,41.0,0,0.0,13,1,0.753,0,normal_daytime
40,4,3,2,0,7.9,0,0.0,3,0,0.885,0.77,0.906,48.2,0,0.0,11,1,0.615,0,normal_daytime
40,5,3,1,0,7.6,0,0.0,3,0,0.85,0.768,0.902,36.8,0,0.0,16,4,0.66,0,normal_daytime
38,2,1,0,0,0.0,0,0.0,1,0,0.886,0.786,0.926,72.0,0,0.0,11,2,0.34,0,normal_lobby_transit
48,4,3,0,0,0.0,0,0.0,3,0,0.834,0.697,0.875,35.7,0,0.0,12,4,0.577,0,normal_daytime
13,1,0,2,2,7.8,0,0.0,1,0,0.938,0.83,0.971,43.9,0,0.0,8,3,0.362,0,normal_daytime
90,6,1,0,0,0.0,0,0.0,1,0,0.933,0.833,0.973,58.8,0,0.0,15,4,0.62,0,normal_lobby_transit
153,9,10,5,1,47.1,4,0.0,10,1,0.811,0.611,0.871,20.1,3,6.0,17,3,0.935,1,crowd_surge
26,2,1,1,1,9.8,0,0.0,1,0,0.843,0.703,0.869,58.8,0,0.0,11,2,0.486,0,normal_daytime
14,1,0,1,1,0.9,0,0.0,1,1,0.865,0.754,0.921,56.8,1,1.0,9,3,0.4,0,normal_daytime
76,4,1,0,0,0.0,0,0.0,2,0,0.897,0.797,0.937,38.2,0,0.0,14,4,0.48,0,normal_lobby_transit
26,2,2,0,0,0.0,0,0.0,2,1,0.829,0.654,0.885,52.2,0,0.0,8,1,0.467,0,normal_daytime
10,1,1,1,0,7.9,0,0.0,1,0,0.83,0.677,0.86,23.3,0,0.0,8,1,0.3,0,normal_daytime
27,3,3,1,0,9.5,0,0.0,3,0,0.905,0.789,0.956,42.4,1,1.0,17,5,0.517,0,normal_daytime
18,2,0,0,0,0.0,0,1.0,0,0,0.919,0.799,0.969,37.5,0,0.0,0,6,0.2,0,normal_night_staff
14,1,0,1,0,4.8,0,0.0,1,0,0.928,0.766,0.977,40.3,0,0.0,11,6,0.351,0,normal_daytime
90,6,0,0,0,0.0,0,0.0,1,0,0.886,0.709,0.937,25.7,0,0.0,10,4,0.707,0,normal_daytime
5,1,0,0,0,0.0,0,1.0,0,0,0.867,0.747,0.917,45.0,0,0.0,0,5,0.14,0,normal_night_staff
20,2,0,0,0,0.0,0,1.0,0,0,0.88,0.76,0.93,44.7,0,0.0,5,1,0.2,0,normal_night_staff
48,6,1,1,1,0.6,0,0.0,1,0,0.867,0.756,0.889,22.2,0,0.0,10,1,0.697,0,normal_daytime
52,4,3,1,1,4.0,0,0.0,3,0,0.856,0.716,0.904,42.6,1,1.0,12,0,0.598,0,normal_daytime
8,1,0,0,0,0.0,0,0.0,1,1,0.846,0.696,0.88,33.8,0,0.0,13,3,0.331,0,normal_daytime
273,13,5,4,2,32.0,2,0.0,5,3,0.828,0.628,0.888,27.2,7,14.0,17,5,0.995,1,crowd_surge
45,5,1,0,0,0.0,0,0.0,1,1,0.909,0.793,0.969,39.9,0,0.0,10,4,0.67,0,normal_daytime
45,5,2,1,1,2.8,0,0.0,2,1,0.848,0.685,0.907,61.8,1,1.0,9,2,0.735,0,normal_daytime
36,3,0,0,0,0.0,0,0.0,1,0,0.902,0.739,0.938,45.0,0,0.0,9,3,0.525,0,normal_daytime
26,2,2,1,1,11.9,0,0.0,2,0,0.91,0.802,0.96,64.6,0,0.0,17,4,0.504,0,normal_daytime
13,1,1,1,0,6.4,0,0.0,1,0,0.825,0.726,0.867,32.9,0,0.0,15,0,0.329,0,normal_daytime
224,16,5,8,3,44.1,4,1.0,5,4,0.834,0.634,0.894,29.5,4,8.0,23,4,1.0,1,crowd_surge
20,2,2,0,0,0.0,0,0.0,2,0,0.877,0.768,0.924,63.2,0,0.0,18,0,0.5,0,normal_daytime
36,3,3,0,0,0.0,0,0.0,3,0,0.924,0.786,0.982,25.1,0,0.0,13,2,0.465,0,normal_daytime
54,3,2,0,0,0.0,0,0.0,2,0,0.937,0.837,0.977,70.0,0,0.0,14,0,0.41,0,normal_lobby_transit
32,4,2,1,0,9.2,0,0.0,2,1,0.865,0.696,0.903,61.4,0,0.0,8,0,0.654,0,normal_daytime
30,2,0,1,0,10.9,0,0.0,1,1,0.845,0.689,0.871,40.9,1,1.0,10,2,0.433,0,normal_daytime
136,8,5,6,3,46.6,1,0.0,5,4,0.829,0.629,0.889,19.6,7,14.0,19,6,0.92,1,crowd_surge
42,1,1,1,0,135.8,1,1.0,1,0,0.884,0.804,0.934,4.4,1,1.0,21,2,0.822,1,pharmacy_loitering
66,6,0,0,0,0.0,0,0.0,1,0,0.927,0.789,0.957,44.9,0,0.0,18,0,0.765,0,normal_daytime
36,1,1,1,0,211.9,1,1.0,1,0,0.904,0.824,0.954,5.7,3,3.0,22,6,0.974,1,pharmacy_loitering
16,2,1,0,0,0.0,0,1.0,1,0,0.896,0.776,0.946,39.5,0,0.0,2,5,0.2,0,normal_night_staff
60,6,1,0,0,0.0,0,0.0,3,0,0.92,0.82,0.96,74.6,0,0.0,13,4,0.62,0,normal_lobby_transit
55,5,3,1,1,10.0,0,0.0,3,1,0.894,0.764,0.931,63.0,1,1.0,19,5,0.739,0,normal_daytime
60,6,3,0,0,0.0,0,0.0,3,0,0.925,0.752,0.976,47.8,0,0.0,18,0,0.773,0,normal_daytime
32,4,0,1,1,3.6,0,0.0,1,1,0.911,0.786,0.963,36.7,0,0.0,10,6,0.58,0,normal_daytime
26,2,1,1,0,5.5,0,0.0,1,0,0.844,0.747,0.876,29.9,0,0.0,9,2,0.4,0,normal_daytime
32,4,2,0,0,0.0,0,0.0,2,0,0.854,0.739,0.891,35.8,0,0.0,8,4,0.577,0,normal_daytime
28,1,1,1,0,94.0,1,0.0,1,1,0.917,0.837,0.967,3.7,3,3.0,19,6,0.738,1,pharmacy_loitering
8,2,0,1,1,1.3,0,1.0,0,0,0.818,0.698,0.868,28.8,0,0.0,4,0,0.2,0,normal_night_staff
6,1,1,0,0,0.0,0,1.0,1,0,0.824,0.704,0.874,44.7,0,0.0,23,0,0.14,0,normal_night_staff
14,1,0,1,1,2.9,0,0.0,1,1,0.822,0.729,0.872,33.1,0,0.0,18,1,0.329,0,normal_daytime
10,1,0,2,0,5.5,0,0.0,1,0,0.831,0.663,0.887,30.6,0,0.0,8,0,0.322,0,normal_daytime
12,2,0,0,0,0.0,0,1.0,0,0,0.904,0.784,0.954,46.4,0,0.0,5,3,0.2,0,normal_night_staff
8,2,0,0,0,0.0,0,1.0,0,0,0.906,0.786,0.956,28.3,0,0.0,6,3,0.2,0,normal_night_staff
26,2,0,0,0,0.0,0,0.0,1,1,0.84,0.72,0.869,37.2,0,0.0,15,4,0.422,0,normal_daytime
78,6,1,0,0,0.0,0,0.0,1,0,0.87,0.77,0.902,34.8,0,0.0,17,3,0.734,0,normal_daytime
60,6,0,0,0,0.0,0,0.0,2,0,0.9,0.8,0.94,50.2,0,0.0,17,6,0.62,0,normal_lobby_transit
70,7,0,0,0,0.0,0,0.0,3,0,0.889,0.789,0.929,63.9,0,0.0,19,5,0.69,0,normal_lobby_transit
8,1,1,0,0,0.0,0,1.0,1,0,0.808,0.688,0.858,45.6,0,0.0,6,4,0.14,0,normal_night_staff
7,1,0,1,1,6.1,0,1.0,0,0,0.872,0.752,0.922,37.1,0,0.0,3,5,0.14,0,normal_night_staff
30,2,1,0,0,0.0,0,0.0,1,0,0.833,0.681,0.874,51.7,0,0.0,10,0,0.465,0,normal_daytime
54,3,0,0,0,0.0,0,0.0,1,0,0.874,0.774,0.914,37.0,0,0.0,7,4,0.41,0,normal_lobby_transit
6,1,1,0,0,0.0,0,1.0,1,0,0.91,0.79,0.96,47.6,0,0.0,4,3,0.14,0,normal_night_staff
75,5,2,0,0,0.0,0,0.0,2,0,0.891,0.791,0.931,43.0,0,0.0,8,2,0.55,0,normal_lobby_transit
48,6,3,1,0,9.7,0,0.0,3,0,0.862,0.754,0.913,52.7,0,0.0,12,4,0.788,0,normal_daytime
36,4,2,1,1,8.0,0,0.0,2,0,0.84,0.742,0.876,36.5,1,1.0,19,4,0.58,0,normal_daytime
72,4,2,0,0,0.0,0,0.0,1,0,0.882,0.782,0.922,53.7,0,0.0,9,6,0.48,0,normal_lobby_transit
90,6,1,0,0,0.0,0,0.0,1,0,0.85,0.768,0.883,59.2,0,0.0,18,3,0.808,0,normal_daytime
84,7,2,0,0,0.0,0,0.0,3,0,0.944,0.844,0.984,55.7,0,0.0,20,2,0.69,0,normal_lobby_transit
48,2,2,3,1,94.9,2,1.0,2,1,0.844,0.664,0.904,11.3,2,3.0,2,0,0.84,1,after_hours_breach
60,4,3,0,0,0.0,0,0.0,3,0,0.862,0.755,0.918,33.2,0,0.0,8,3,0.57,0,normal_daytime
36,3,1,0,0,0.0,0,0.0,1,0,0.892,0.783,0.951,44.3,0,0.0,18,6,0.523,0,normal_daytime
10,1,1,1,1,1.7,0,1.0,1,0,0.848,0.728,0.898,48.3,0,0.0,5,6,0.14,0,normal_night_staff
90,6,1,0,0,0.0,0,0.0,2,0,0.932,0.832,0.972,63.5,0,0.0,18,3,0.62,0,normal_lobby_transit
90,6,0,1,1,9.3,0,0.0,1,1,0.842,0.675,0.887,52.3,1,1.0,12,1,0.787,0,normal_daytime
6,1,1,0,0,0.0,0,1.0,1,0,0.808,0.688,0.858,33.9,0,0.0,5,5,0.14,0,normal_night_staff
7,1,1,0,0,0.0,0,1.0,1,0,0.809,0.689,0.859,44.2,0,0.0,22,2,0.14,0,normal_night_staff
54,6,3,0,0,0.0,0,0.0,3,0,0.835,0.717,0.869,52.5,0,0.0,14,4,0.787,0,normal_daytime
90,6,2,2,1,9.6,0,0.0,2,1,0.829,0.689,0.882,45.5,0,0.0,10,3,0.766,0,normal_daytime
8,1,1,0,0,0.0,0,1.0,1,0,0.838,0.718,0.888,25.3,0,0.0,6,6,0.14,0,normal_night_staff
11,1,0,1,1,10.7,0,0.0,1,1,0.932,0.809,0.99,23.0,1,1.0,17,3,0.299,0,normal_daytime
33,3,1,0,0,0.0,0,0.0,2,0,0.884,0.784,0.924,66.5,0,0.0,15,5,0.41,0,normal_lobby_transit
22,1,1,1,0,223.6,1,0.0,1,1,0.865,0.785,0.915,7.3,2,2.0,14,1,0.997,1,pharmacy_loitering
39,3,3,0,0,0.0,0,0.0,3,0,0.879,0.756,0.921,51.7,0,0.0,8,6,0.545,0,normal_daytime
10,1,0,1,1,1.3,0,1.0,0,0,0.897,0.777,0.947,34.5,0,0.0,4,1,0.14,0,normal_night_staff
9,1,1,0,0,0.0,0,0.0,1,1,0.916,0.807,0.973,32.1,0,0.0,14,0,0.326,0,normal_daytime
22,2,0,0,0,0.0,0,0.0,1,0,0.88,0.768,0.921,26.4,0,0.0,18,4,0.389,0,normal_daytime
62,2,2,4,1,52.4,1,1.0,2,1,0.765,0.585,0.825,13.4,5,7.5,3,5,0.755,1,after_hours_breach
208,13,11,6,1,59.0,3,0.0,11,1,0.781,0.581,0.841,18.5,6,12.0,11,3,0.995,1,crowd_surge
6,1,1,1,1,3.8,0,1.0,1,0,0.91,0.79,0.96,47.7,0,0.0,22,0,0.14,0,normal_night_staff
55,5,0,1,1,9.8,0,0.0,1,0,0.824,0.72,0.862,54.9,0,0.0,12,5,0.715,0,normal_daytime
4,1,1,1,1,3.6,0,1.0,1,0,0.845,0.725,0.895,32.9,0,0.0,2,6,0.14,0,normal_night_staff
55,5,2,1,0,8.7,0,0.0,2,1,0.829,0.724,0.864,60.9,0,0.0,10,4,0.733,0,normal_daytime
28,2,2,1,1,9.2,0,0.0,2,0,0.911,0.751,0.969,37.3,0,0.0,14,0,0.422,0,normal_daytime
72,6,3,0,0,0.0,0,0.0,3,1,0.857,0.687,0.889,34.4,0,0.0,11,1,0.733,0,normal_daytime
70,5,2,0,0,0.0,0,0.0,2,0,0.933,0.785,0.989,52.0,0,0.0,15,5,0.706,0,normal_daytime
56,4,1,1,1,1.5,0,0.0,1,1,0.907,0.743,0.951,39.5,0,0.0,16,3,0.589,0,normal_daytime
48,6,3,0,0,0.0,0,0.0,3,0,0.843,0.696,0.864,54.0,0,0.0,18,2,0.792,0,normal_daytime
22,2,0,0,0,0.0,0,0.0,1,0,0.893,0.793,0.933,64.8,0,0.0,17,3,0.34,0,normal_lobby_transit
28,2,1,1,1,8.5,0,0.0,1,0,0.904,0.759,0.961,53.6,1,1.0,17,1,0.471,0,normal_daytime
7,1,0,0,0,0.0,0,1.0,0,0,0.918,0.798,0.968,39.9,0,0.0,2,3,0.14,0,normal_night_staff
90,6,1,0,0,0.0,0,0.0,1,0,0.925,0.75,0.947,58.0,0,0.0,9,4,0.804,0,normal_daytime
42,3,0,2,1,10.6,0,0.0,1,0,0.931,0.786,0.969,45.2,0,0.0,16,3,0.526,0,normal_daytime
5,1,1,1,1,3.1,0,1.0,1,0,0.818,0.698,0.868,30.1,0,0.0,6,0,0.14,0,normal_night_staff
60,6,3,0,0,0.0,0,0.0,3,0,0.849,0.704,0.87,49.2,0,0.0,9,0,0.778,0,normal_daytime
60,6,1,0,0,0.0,0,0.0,1,1,0.844,0.718,0.897,50.9,0,0.0,17,6,0.783,0,normal_daytime
52,4,0,1,0,3.1,0,0.0,1,0,0.929,0.841,0.973,45.4,0,0.0,15,6,0.606,0,normal_daytime
70,5,3,0,0,0.0,0,0.0,3,0,0.887,0.758,0.913,35.5,0,0.0,17,1,0.657,0,normal_daytime
56,4,0,1,1,7.0,0,0.0,1,0,0.934,0.786,0.99,38.3,0,0.0,12,5,0.585,0,normal_daytime
31,1,1,4,0,91.5,1,1.0,1,3,0.84,0.66,0.9,10.0,2,3.0,1,1,0.833,1,after_hours_breach
119,7,2,0,0,0.0,0,0.0,2,0,0.93,0.83,0.97,46.5,0,0.0,8,1,0.69,0,normal_lobby_transit
280,14,6,6,3,70.3,4,1.0,6,1,0.839,0.639,0.899,24.4,5,10.0,20,5,1.0,1,crowd_surge
39,3,2,0,0,0.0,0,0.0,1,0,0.941,0.841,0.981,61.6,0,0.0,12,2,0.41,0,normal_lobby_transit
22,2,1,0,0,0.0,0,0.0,1,1,0.867,0.768,0.92,25.0,0,0.0,15,6,0.385,0,normal_daytime
28,2,2,0,0,0.0,0,0.0,2,0,0.895,0.81,0.923,39.6,0,0.0,12,6,0.429,0,normal_daytime
285,15,10,6,1,71.7,3,0.0,10,4,0.835,0.635,0.895,22.0,6,12.0,17,1,1.0,1,crowd_surge
78,6,2,0,0,0.0,0,0.0,2,1,0.849,0.672,0.877,49.7,0,0.0,16,6,0.779,0,normal_daytime
60,4,1,0,0,0.0,0,0.0,1,0,0.932,0.832,0.972,55.4,0,0.0,19,1,0.48,0,normal_lobby_transit
21,1,1,1,0,146.2,1,0.0,1,1,0.91,0.83,0.96,4.3,3,3.0,14,2,0.842,1,pharmacy_loitering
16,2,2,2,0,9.0,0,0.0,2,0,0.834,0.66,0.861,22.8,0,0.0,16,0,0.378,0,normal_daytime
27,1,1,1,0,182.9,1,0.0,1,0,0.858,0.778,0.908,8.2,3,3.0,15,6,0.916,1,pharmacy_loitering
84,6,2,1,1,9.6,0,0.0,2,0,0.923,0.83,0.953,23.8,0,0.0,12,5,0.701,0,normal_daytime
11,1,1,1,1,11.5,0,0.0,1,0,0.839,0.686,0.889,45.6,1,1.0,19,6,0.367,0,normal_daytime
43,1,1,1,0,80.5,1,0.0,1,1,0.87,0.79,0.92,1.5,3,3.0,17,6,0.711,1,pharmacy_loitering
16,2,1,1,1,5.8,0,1.0,1,0,0.883,0.763,0.933,43.1,0,0.0,4,4,0.2,0,normal_night_staff
68,4,2,0,0,0.0,0,0.0,3,0,0.862,0.762,0.902,52.4,0,0.0,15,2,0.48,0,normal_lobby_transit
33,1,1,1,0,213.1,1,0.0,1,0,0.864,0.784,0.914,5.6,3,3.0,15,6,0.976,1,pharmacy_loitering
13,1,1,1,1,6.3,0,0.0,1,0,0.825,0.729,0.851,52.8,0,0.0,18,1,0.388,0,normal_daytime
140,7,0,0,0,0.0,0,0.0,1,0,0.869,0.769,0.909,65.5,0,0.0,13,3,0.69,0,normal_lobby_transit
26,2,0,0,0,0.0,0,0.0,1,0,0.917,0.807,0.96,64.7,0,0.0,8,5,0.504,0,normal_daytime
9,1,1,0,0,0.0,0,0.0,1,0,0.928,0.771,0.957,33.1,0,0.0,18,5,0.329,0,normal_daytime
24,2,1,1,1,10.1,0,0.0,1,0,0.913,0.791,0.952,28.1,0,0.0,14,0,0.394,0,normal_daytime
16,2,1,0,0,0.0,0,0.0,1,0,0.839,0.705,0.891,37.8,0,0.0,15,2,0.423,0,normal_daytime
90,6,1,0,0,0.0,0,0.0,1,0,0.884,0.784,0.924,49.4,0,0.0,16,5,0.62,0,normal_lobby_transit
39,3,3,1,0,1.0,0,0.0,3,0,0.932,0.797,0.954,30.8,0,0.0,12,1,0.482,0,normal_daytime
5,1,0,0,0,0.0,0,1.0,0,0,0.822,0.702,0.872,27.6,0,0.0,0,2,0.14,0,normal_night_staff
33,3,3,1,0,6.5,0,0.0,3,0,0.934,0.835,0.955,34.7,1,1.0,9,5,0.494,0,normal_daytime
18,2,2,0,0,0.0,0,0.0,2,0,0.925,0.838,0.953,57.5,0,0.0,8,1,0.483,0,normal_daytime
10,1,0,1,1,9.2,0,0.0,1,0,0.899,0.746,0.926,46.8,0,0.0,8,2,0.37,0,normal_daytime
28,2,1,0,0,0.0,0,0.0,1,0,0.879,0.704,0.916,32.8,0,0.0,18,1,0.408,0,normal_daytime
18,2,0,0,0,0.0,0,1.0,0,0,0.851,0.731,0.901,48.8,0,0.0,23,5,0.2,0,normal_night_staff
6,1,0,0,0,0.0,0,1.0,0,0,0.883,0.763,0.933,26.5,0,0.0,2,2,0.14,0,normal_night_staff
10,1,0,0,0,0.0,0,0.0,1,0,0.852,0.762,0.904,47.3,0,0.0,18,1,0.372,0,normal_daytime
48,4,1,0,0,0.0,0,0.0,1,0,0.862,0.762,0.902,54.6,0,0.0,14,4,0.48,0,normal_lobby_transit
45,1,1,1,0,95.7,1,0.0,1,1,0.873,0.793,0.923,3.1,2,2.0,13,6,0.741,1,pharmacy_loitering
8,1,0,0,0,0.0,0,0.0,1,1,0.909,0.783,0.951,50.4,0,0.0,16,5,0.381,0,normal_daytime
60,4,3,0,0,0.0,0,0.0,3,0,0.847,0.698,0.879,47.0,0,0.0,11,5,0.611,0,normal_daytime
42,3,0,0,0,0.0,0,0.0,1,0,0.887,0.748,0.918,51.4,0,0.0,11,3,0.544,0,normal_daytime
18,2,1,1,1,2.6,0,1.0,1,0,0.822,0.702,0.872,48.0,0,0.0,0,1,0.2,0,normal_night_staff
50,2,2,4,1,149.6,1,1.0,2,3,0.779,0.599,0.839,17.6,3,4.5,1,4,0.949,1,after_hours_breach
45,3,1,1,1,7.1,0,0.0,1,0,0.858,0.754,0.883,38.1,1,1.0,9,2,0.504,0,normal_daytime
102,6,1,0,0,0.0,0,0.0,3,0,0.909,0.809,0.949,57.4,0,0.0,20,3,0.62,0,normal_lobby_transit
351,13,11,7,1,68.0,2,1.0,11,2,0.813,0.613,0.873,27.2,6,12.0,20,2,0.995,1,crowd_surge
68,4,1,0,0,0.0,0,0.0,3,0,0.904,0.804,0.944,67.7,0,0.0,17,0,0.48,0,normal_lobby_transit
10,1,1,2,1,10.4,0,0.0,1,0,0.838,0.724,0.895,47.4,2,2.0,16,2,0.372,0,normal_daytime
70,5,0,1,1,7.8,0,0.0,1,0,0.84,0.753,0.894,34.7,0,0.0,14,2,0.654,0,normal_daytime
18,2,0,0,0,0.0,0,1.0,0,0,0.809,0.689,0.859,44.4,0,0.0,0,4,0.2,0,normal_night_staff
80,5,0,0,0,0.0,0,0.0,2,0,0.874,0.774,0.914,67.2,0,0.0,16,1,0.55,0,normal_lobby_transit
40,4,1,2,2,2.7,0,0.0,1,0,0.906,0.746,0.948,58.8,2,2.0,14,2,0.646,0,normal_daytime
55,5,2,0,0,0.0,0,0.0,2,1,0.912,0.747,0.957,25.3,0,0.0,12,3,0.626,0,normal_daytime
78,6,1,1,1,5.9,0,0.0,1,0,0.831,0.709,0.862,22.2,0,0.0,17,1,0.697,0,normal_daytime
90,6,1,2,2,1.0,0,0.0,1,0,0.876,0.796,0.923,32.0,2,2.0,9,0,0.726,0,normal_daytime
52,4,0,0,0,0.0,0,0.0,1,0,0.934,0.758,0.99,27.1,0,0.0,10,3,0.551,0,normal_daytime
5,1,1,1,1,3.9,0,1.0,1,0,0.918,0.798,0.968,32.9,0,0.0,5,5,0.14,0,normal_night_staff
9,1,1,1,1,2.3,0,1.0,1,0,0.918,0.798,0.968,45.0,0,0.0,2,5,0.14,0,normal_night_staff
50,5,2,1,0,10.9,0,0.0,2,0,0.838,0.722,0.861,24.6,0,0.0,18,2,0.624,0,normal_daytime
28,2,1,2,0,6.6,0,0.0,1,0,0.882,0.751,0.919,42.0,0,0.0,12,6,0.436,0,normal_daytime
14,1,0,0,0,0.0,0,0.0,1,1,0.89,0.721,0.934,28.4,0,0.0,15,2,0.315,0,normal_daytime
90,6,2,0,0,0.0,0,0.0,2,0,0.831,0.713,0.867,23.8,0,0.0,14,2,0.701,0,normal_daytime
20,2,2,0,0,0.0,0,0.0,2,0,0.841,0.684,0.881,54.4,0,0.0,10,2,0.473,0,normal_daytime
18,2,0,1,0,11.1,0,0.0,1,0,0.896,0.77,0.922,55.2,0,0.0,10,5,0.476,0,normal_daytime
108,9,5,5,3,42.3,3,0.0,5,4,0.868,0.668,0.928,27.9,6,12.0,17,6,0.935,1,crowd_surge
66,6,2,1,1,6.2,0,0.0,2,0,0.904,0.798,0.935,39.2,0,0.0,11,5,0.748,0,normal_daytime
90,6,3,0,0,0.0,0,0.0,3,0,0.923,0.781,0.98,38.9,0,0.0,15,2,0.747,0,normal_daytime
20,2,0,1,1,2.9,0,1.0,0,0,0.857,0.737,0.907,44.1,0,0.0,1,1,0.2,0,normal_night_staff
117,9,7,5,1,69.7,3,0.0,7,2,0.842,0.642,0.902,17.6,7,14.0,12,4,0.935,1,crowd_surge
40,5,3,0,0,0.0,0,0.0,3,0,0.825,0.743,0.872,34.5,0,0.0,13,3,0.654,0,normal_daytime
10,1,1,0,0,0.0,0,1.0,1,0,0.899,0.779,0.949,35.2,0,0.0,0,5,0.14,0,normal_night_staff
5,1,0,1,1,3.1,0,1.0,0,0,0.807,0.687,0.857,48.7,0,0.0,2,1,0.14,0,normal_night_staff
60,4,0,0,0,0.0,0,0.0,1,1,0.836,0.736,0.891,44.6,0,0.0,12,3,0.604,0,normal_daytime
5,1,0,0,0,0.0,0,1.0,0,0,0.817,0.697,0.867,40.5,0,0.0,3,3,0.14,0,normal_night_staff
36,3,1,0,0,0.0,0,0.0,1,0,0.853,0.753,0.893,60.8,0,0.0,11,2,0.41,0,normal_lobby_transit
5,1,0,1,1,3.2,0,1.0,0,0,0.888,0.768,0.938,49.0,0,0.0,23,1,0.14,0,normal_night_staff
32,2,1,0,0,0.0,0,0.0,3,0,0.873,0.773,0.913,35.3,0,0.0,14,2,0.34,0,normal_lobby_transit
60,6,1,0,0,0.0,0,0.0,1,0,0.859,0.763,0.919,51.2,0,0.0,10,0,0.784,0,normal_daytime
4,1,0,1,1,5.1,0,1.0,0,0,0.825,0.705,0.875,33.0,0,0.0,2,3,0.14,0,normal_night_staff
38,1,1,1,0,156.9,1,0.0,1,0,0.914,0.834,0.964,5.1,2,2.0,11,4,0.864,1,pharmacy_loitering
26,2,1,2,1,4.8,0,0.0,1,1,0.842,0.677,0.872,41.5,0,0.0,14,4,0.434,0,normal_daytime
28,1,1,6,5,44.0,0,0.0,1,5,0.89,0.79,0.94,38.2,2,3.0,19,0,0.94,1,repeated_reconnaissance
22,2,2,2,2,4.2,0,0.0,2,1,0.84,0.746,0.868,30.9,2,2.0,9,6,0.403,0,normal_daytime
24,1,1,1,0,66.3,1,0.0,1,1,0.876,0.796,0.926,8.3,3,3.0,16,3,0.683,1,pharmacy_loitering
15,1,0,1,1,2.4,0,0.0,1,0,0.861,0.763,0.913,59.3,1,1.0,17,1,0.408,0,normal_daytime
6,1,0,1,1,7.2,0,1.0,0,0,0.855,0.735,0.905,25.2,0,0.0,6,3,0.14,0,normal_night_staff
100,5,0,0,0,0.0,0,0.0,1,0,0.907,0.807,0.947,36.0,0,0.0,17,5,0.55,0,normal_lobby_transit
10,1,1,1,1,1.1,0,1.0,1,0,0.83,0.71,0.88,30.8,0,0.0,0,3,0.14,0,normal_night_staff
11,1,1,0,0,0.0,0,0.0,1,0,0.84,0.729,0.885,26.2,0,0.0,17,6,0.309,0,normal_daytime
40,5,3,0,0,0.0,0,0.0,3,0,0.828,0.681,0.878,55.6,0,0.0,18,4,0.717,0,normal_daytime
16,2,2,1,1,0.2,0,0.0,2,0,0.925,0.762,0.957,24.5,0,0.0,13,6,0.384,0,normal_daytime
40,4,0,0,0,0.0,0,0.0,2,0,0.862,0.762,0.902,72.9,0,0.0,10,1,0.48,0,normal_lobby_transit
39,3,0,0,0,0.0,0,0.0,2,0,0.852,0.752,0.892,55.2,0,0.0,15,0,0.41,0,normal_lobby_transit
13,1,1,0,0,0.0,0,0.0,1,1,0.892,0.743,0.913,33.5,0,0.0,13,5,0.331,0,normal_daytime
10,1,0,1,1,6.7,0,1.0,0,0,0.836,0.716,0.886,32.9,0,0.0,6,1,0.14,0,normal_night_staff
8,1,1,0,0,0.0,0,0.0,1,0,0.899,0.726,0.949,62.1,0,0.0,10,0,0.416,0,normal_daytime
65,5,3,1,1,7.9,0,0.0,3,1,0.824,0.716,0.85,48.2,0,0.0,12,6,0.695,0,normal_daytime
26,2,1,0,0,0.0,0,0.0,2,0,0.863,0.763,0.903,35.7,0,0.0,16,4,0.34,0,normal_lobby_transit
48,2,1,7,6,33.7,0,0.0,1,6,0.904,0.804,0.954,62.5,3,4.5,17,6,0.98,1,repeated_reconnaissance
10,2,0,1,1,4.4,0,1.0,0,0,0.88,0.76,0.93,38.5,0,0.0,5,4,0.2,0,normal_night_staff
7,1,0,0,0,0.0,0,1.0,0,0,0.845,0.725,0.895,44.1,0,0.0,23,4,0.14,0,normal_night_staff
14,1,1,0,0,0.0,0,0.0,1,0,0.848,0.711,0.888,27.2,0,0.0,12,6,0.312,0,normal_daytime
55,5,3,1,1,5.6,0,0.0,3,0,0.861,0.779,0.885,39.9,0,0.0,16,4,0.67,0,normal_daytime
40,4,3,0,0,0.0,0,0.0,3,1,0.928,0.769,0.977,34.6,0,0.0,17,5,0.574,0,normal_daytime
8,2,1,0,0,0.0,0,1.0,1,0,0.877,0.757,0.927,43.1,0,0.0,6,5,0.2,0,normal_night_staff
33,3,1,0,0,0.0,0,0.0,1,0,0.906,0.806,0.946,55.0,0,0.0,7,6,0.41,0,normal_lobby_transit
84,6,0,0,0,0.0,0,0.0,1,0,0.931,0.754,0.96,46.3,0,0.0,19,0,0.769,0,normal_daytime
15,1,0,0,0,0.0,0,0.0,1,0,0.929,0.754,0.979,32.7,0,0.0,13,5,0.328,0,normal_daytime
55,5,1,0,0,0.0,0,0.0,1,0,0.911,0.811,0.951,42.1,0,0.0,11,1,0.55,0,normal_lobby_transit
4,1,0,1,1,7.6,0,1.0,0,0,0.877,0.757,0.927,43.8,0,0.0,2,0,0.14,0,normal_night_staff
16,2,1,0,0,0.0,0,1.0,1,0,0.913,0.793,0.963,41.3,0,0.0,1,3,0.2,0,normal_night_staff
